custid,region,townsize,gender,age,agecat,birthmonth,ed,edcat,jobcat,union,employ,empcat,retire,income,lninc,inccat,debtinc,creddebt,lncreddebt,othdebt,lnothdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,carditems,cardspent,card2items,card2spent,active,bfast,tenure,churn,longmon,lnlongmon,longten,lnlongten,tollfree,tollmon,lntollmon,tollten,lntollten,equip,equipmon,lnequipmon,equipten,lnequipten,callcard,cardmon,lncardmon,cardten,lncardten,wireless,wiremon,lnwiremon,wireten,lnwireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03
4574-CFECWQ-FGC,1.00,2.00,1.00,43.00,4.00,January,13.00,2.00,1.00,0.00,6.00,3.00,0.00,88.00,4.48,4.00,10.40,0.40,-0.91,8.75,2.17,0.00,5.00,0.00,-1.00,-1.00,1.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,8.00,1.00,1.00,5.00,2.00,2.00,1.00,1.00,35.30,2.00,0.00,1.00,1.00,1.00,31.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,4.00,0.00,0.00,1.00,2.00,3.00,2.00,0.00,25.00,5.00,3.00,1.00,3.00,1.00,20.00,5.00,5.00,90.06,4.00,59.12,1.00,3.00,56.00,0.00,18.35,2.91,1032.65,6.94,1.00,32.75,3.49,1823.25,7.51,1.00,59.65,4.09,3268.80,8.09,1.00,21.75,3.08,1280.00,7.15,1.00,78.30,4.36,4281.90,8.36,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,22.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00
1783-GEOTHA-HSY,4.00,2.00,1.00,29.00,3.00,September,16.00,3.00,1.00,1.00,2.00,2.00,0.00,43.00,3.76,2.00,14.10,1.14,0.13,4.92,1.59,1.00,2.00,0.00,-1.00,-1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,5.00,2.00,5.00,1.00,1.00,17.60,1.00,0.00,1.00,1.00,1.00,23.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,9.00,2.00,0.00,0.00,1.00,2.00,1.00,3.00,0.00,4.00,2.00,4.00,1.00,2.00,0.00,2.00,2.00,8.00,149.02,2.00,25.28,1.00,1.00,5.00,1.00,7.10,1.96,42.15,3.74,1.00,15.50,2.74,83.25,4.42,1.00,50.50,3.92,169.65,5.13,1.00,13.25,2.58,55.00,4.01,1.00,44.75,3.80,176.80,5.18,1.00,1.00,1.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,10.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00
3103-RGSGKW-BUM,1.00,1.00,0.00,54.00,5.00,July,12.00,2.00,6.00,1.00,20.00,5.00,0.00,135.00,4.91,5.00,13.10,1.52,0.42,16.16,2.78,0.00,4.00,0.00,-1.00,-1.00,1.00,5.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,0.00,2.00,11.00,3.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,10.00,5.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,9.00,5.00,0.00,1.00,0.00,3.00,2.00,3.00,0.00,34.00,5.00,2.00,1.00,2.00,0.00,23.00,5.00,6.00,485.21,5.00,304.60,0.00,2.00,66.00,0.00,8.50,2.14,628.25,6.44,1.00,19.00,2.94,1253.85,7.13,1.00,39.00,3.66,2481.85,7.82,1.00,14.75,2.69,960.00,6.87,1.00,48.95,3.89,3076.85,8.03,1.00,0.00,1.00,2.00,1.00,1.00,1.00,1.00,0.00,1.00,21.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00
0179-BHZVEV-IQQ,4.00,1.00,0.00,36.00,4.00,April,10.00,1.00,2.00,0.00,7.00,3.00,0.00,47.00,3.85,2.00,4.80,0.52,-0.65,1.73,0.55,0.00,4.00,1.00,8.00,1.00,2.00,3.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,8.00,3.00,3.00,1.00,1.00,27.10,2.00,0.00,1.00,1.00,1.00,26.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,1.00,0.00,0.00,2.00,3.00,2.00,1.00,6.00,3.00,3.00,4.00,3.00,0.00,4.00,2.00,4.00,158.29,1.00,18.72,0.00,3.00,10.00,0.00,4.30,1.46,41.50,3.73,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,22.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7994-NNQEKJ-QCG,2.00,1.00,0.00,46.00,4.00,October,19.00,4.00,2.00,0.00,3.00,2.00,0.00,70.00,4.25,3.00,6.40,1.72,0.54,2.76,1.02,0.00,3.00,0.00,-1.00,-1.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,2.00,21.00,4.00,3.00,1.00,1.00,16.80,1.00,0.00,0.00,1.00,1.00,22.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,9.00,2.00,0.00,0.00,0.00,2.00,2.00,2.00,0.00,2.00,2.00,1.00,2.00,3.00,0.00,1.00,1.00,13.00,496.59,4.00,180.63,1.00,1.00,4.00,1.00,2.55,0.94,5.35,1.68,0.00,0.00,#NULL!,0.00,#NULL!,1.00,24.80,3.21,62.75,4.14,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,17.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
3510-SCQMLN-3ZJ,5.00,2.00,1.00,72.00,6.00,September,11.00,1.00,6.00,1.00,30.00,5.00,0.00,133.00,4.89,5.00,4.10,2.11,0.75,3.34,1.21,0.00,5.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,18.00,4.00,2.00,1.00,1.00,69.20,3.00,1.00,0.00,8.00,4.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,7.00,1.00,0.00,0.00,4.00,4.00,3.00,0.00,31.00,5.00,3.00,2.00,2.00,0.00,24.00,5.00,17.00,295.93,1.00,16.64,0.00,2.00,55.00,0.00,12.65,2.54,670.05,6.51,1.00,27.00,3.30,1573.50,7.36,0.00,0.00,#NULL!,0.00,#NULL!,1.00,32.50,3.48,1825.00,7.51,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00
0247-ATNXAU-WWD,2.00,4.00,1.00,73.00,6.00,April,13.00,2.00,2.00,0.00,16.00,5.00,1.00,21.00,3.04,1.00,9.50,0.06,-2.88,1.94,0.66,0.00,5.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,20.00,4.00,1.00,0.00,1.00,11.00,1.00,0.00,1.00,8.00,4.00,21.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,9.00,5.00,0.00,0.00,0.00,2.00,1.00,3.00,0.00,28.00,5.00,3.00,4.00,3.00,0.00,15.00,4.00,8.00,130.63,1.00,17.60,0.00,2.00,55.00,0.00,12.35,2.51,671.90,6.51,1.00,46.75,3.84,2637.05,7.88,0.00,0.00,#NULL!,0.00,#NULL!,1.00,23.00,3.14,1220.00,7.11,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,23.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2386-ROTZOT-GI4,5.00,3.00,0.00,62.00,5.00,May,13.00,2.00,1.00,1.00,18.00,5.00,0.00,83.00,4.42,4.00,15.80,3.16,1.15,9.95,2.30,0.00,5.00,0.00,-1.00,-1.00,1.00,2.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,31.00,5.00,1.00,1.00,1.00,49.20,3.00,0.00,0.00,8.00,4.00,25.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,3.00,1.00,0.00,1.00,2.00,1.00,3.00,0.00,18.00,5.00,1.00,2.00,2.00,0.00,16.00,5.00,13.00,1212.15,4.00,310.37,1.00,2.00,54.00,0.00,5.75,1.75,297.35,5.69,1.00,39.00,3.66,2067.40,7.63,0.00,0.00,#NULL!,0.00,#NULL!,1.00,44.75,3.80,2425.00,7.79,1.00,33.80,3.52,1730.55,7.46,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,17.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00
8155-YCUMMM-0EV,4.00,1.00,0.00,74.00,6.00,July,16.00,3.00,1.00,0.00,15.00,4.00,0.00,106.00,4.66,4.00,12.60,5.04,1.62,8.32,2.12,0.00,4.00,0.00,-1.00,-1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,44.00,5.00,1.00,1.00,0.00,46.00,3.00,0.00,1.00,8.00,4.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,3.00,0.00,1.00,0.00,1.00,3.00,2.00,0.00,37.00,5.00,4.00,2.00,2.00,0.00,26.00,5.00,13.00,983.12,2.00,107.02,0.00,3.00,69.00,0.00,28.60,3.35,2037.05,7.62,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,14.75,2.69,1030.00,6.94,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,19.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
2137-BSQPGJ-AJN,2.00,2.00,1.00,59.00,5.00,March,15.00,3.00,2.00,0.00,5.00,2.00,1.00,17.00,2.83,1.00,5.40,0.22,-1.52,0.70,-0.36,0.00,2.00,1.00,13.00,2.00,4.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.00,3.00,15.00,3.00,1.00,1.00,0.00,10.50,1.00,0.00,0.00,1.00,1.00,23.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2.00,1.00,0.00,0.00,4.00,2.00,3.00,0.00,37.00,5.00,3.00,2.00,3.00,0.00,25.00,5.00,16.00,391.03,6.00,132.81,0.00,1.00,67.00,0.00,20.20,3.01,1364.75,7.22,0.00,0.00,#NULL!,0.00,#NULL!,1.00,31.75,3.46,2099.60,7.65,1.00,29.00,3.37,1810.00,7.50,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,1.00,1.00,18.00,1.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,1.00,0.00,1.00,0.00
1361-JXVBMV-6B8,4.00,1.00,0.00,24.00,2.00,August,14.00,2.00,3.00,0.00,2.00,2.00,0.00,27.00,3.30,2.00,7.80,0.88,-0.13,1.22,0.20,0.00,1.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,2.00,2.00,1.00,0.00,11.90,1.00,0.00,0.00,3.00,2.00,18.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,2.00,1.00,1.00,0.00,2.00,1.00,1.00,0.00,6.00,3.00,3.00,3.00,2.00,0.00,6.00,3.00,9.00,219.99,7.00,219.24,1.00,1.00,58.00,0.00,29.95,3.40,1691.15,7.43,0.00,0.00,#NULL!,0.00,#NULL!,1.00,31.45,3.45,1843.50,7.52,1.00,26.50,3.28,1595.00,7.37,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
9904-DDOTQN-H21,3.00,3.00,1.00,31.00,3.00,May,17.00,4.00,2.00,0.00,1.00,1.00,0.00,35.00,3.56,2.00,28.90,6.87,1.93,3.25,1.18,1.00,1.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,8.00,3.00,3.00,1.00,1.00,22.20,2.00,1.00,1.00,1.00,1.00,28.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,9.00,6.00,1.00,1.00,1.00,3.00,1.00,4.00,0.00,6.00,3.00,2.00,2.00,2.00,1.00,4.00,2.00,8.00,117.69,1.00,22.39,1.00,1.00,9.00,1.00,4.70,1.55,46.65,3.84,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,25.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
6395-GZWGYI-BGW,3.00,4.00,0.00,33.00,3.00,March,19.00,4.00,2.00,0.00,2.00,2.00,0.00,82.00,4.41,4.00,6.20,2.54,0.93,2.55,0.93,0.00,3.00,1.00,22.00,5.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,9.00,3.00,3.00,1.00,0.00,44.50,3.00,0.00,1.00,1.00,1.00,27.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,0.00,1.00,3.00,4.00,0.00,15.00,4.00,4.00,3.00,3.00,0.00,10.00,3.00,12.00,512.13,4.00,154.59,1.00,1.00,41.00,1.00,9.45,2.25,393.40,5.97,0.00,0.00,#NULL!,0.00,#NULL!,1.00,23.75,3.17,908.10,6.81,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,1.00,1.00,26.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
5452-XSCDBZ-XZE,3.00,3.00,1.00,50.00,5.00,September,15.00,3.00,2.00,0.00,2.00,2.00,0.00,69.00,4.23,3.00,8.80,1.21,0.19,4.86,1.58,0.00,3.00,1.00,17.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,21.00,4.00,1.00,0.00,0.00,21.50,2.00,1.00,0.00,3.00,2.00,16.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,9.00,3.00,0.00,1.00,1.00,4.00,1.00,4.00,0.00,27.00,5.00,3.00,3.00,4.00,0.00,20.00,5.00,12.00,370.67,4.00,116.07,1.00,1.00,45.00,0.00,19.00,2.94,877.55,6.78,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,14.75,2.69,640.00,6.46,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,19.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6537-NLPTEG-ME9,3.00,4.00,0.00,54.00,5.00,September,16.00,3.00,1.00,0.00,6.00,3.00,0.00,55.00,4.01,3.00,6.20,1.34,0.30,2.07,0.73,0.00,3.00,1.00,17.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,25.00,4.00,3.00,1.00,0.00,28.50,2.00,0.00,1.00,1.00,1.00,13.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,9.00,3.00,0.00,0.00,1.00,1.00,1.00,2.00,0.00,22.00,5.00,4.00,2.00,3.00,0.00,19.00,5.00,10.00,329.06,5.00,199.82,0.00,2.00,50.00,0.00,19.90,2.99,941.85,6.85,1.00,25.00,3.22,1262.05,7.14,0.00,0.00,#NULL!,0.00,#NULL!,1.00,38.00,3.64,1825.00,7.51,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,2.00,0.00,1.00,0.00,1.00,1.00,1.00,20.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
8005-LGEHLH-CXK,2.00,2.00,1.00,73.00,6.00,October,10.00,1.00,1.00,0.00,20.00,5.00,1.00,16.00,2.77,1.00,14.10,0.71,-0.34,1.54,0.43,0.00,5.00,1.00,11.00,1.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,25.00,4.00,2.00,1.00,0.00,8.70,1.00,0.00,0.00,4.00,3.00,26.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,9.00,5.00,1.00,1.00,0.00,2.00,3.00,2.00,1.00,39.00,5.00,3.00,1.00,2.00,0.00,29.00,5.00,13.00,346.51,4.00,98.26,0.00,2.00,70.00,0.00,17.70,2.87,1386.05,7.23,1.00,43.25,3.77,3079.90,8.03,0.00,0.00,#NULL!,0.00,#NULL!,1.00,32.25,3.47,2185.00,7.69,0.00,0.00,#NULL!,0.00,#NULL!,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,1.00,25.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
6367-XMSGVL-AZZ,4.00,1.00,0.00,26.00,3.00,September,14.00,2.00,2.00,0.00,1.00,1.00,0.00,32.00,3.47,2.00,5.10,0.50,-0.69,1.13,0.12,1.00,2.00,0.00,-1.00,-1.00,3.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,5.00,2.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,2.00,1.00,26.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,0.00,2.00,4.00,3.00,0.00,5.00,2.00,1.00,3.00,4.00,0.00,6.00,3.00,16.00,425.79,7.00,133.97,0.00,3.00,24.00,1.00,12.00,2.48,283.10,5.65,0.00,0.00,#NULL!,0.00,#NULL!,1.00,31.60,3.45,709.65,6.56,1.00,8.25,2.11,185.00,5.22,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,23.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00
2816-QOJJBM-NR1,4.00,3.00,1.00,30.00,3.00,June,15.00,3.00,1.00,1.00,3.00,2.00,0.00,22.00,3.09,1.00,10.80,0.91,-0.09,1.46,0.38,1.00,3.00,0.00,-1.00,-1.00,1.00,6.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,4.00,2.00,1.00,1.00,0.00,12.90,1.00,1.00,0.00,7.00,4.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,9.00,5.00,0.00,0.00,0.00,2.00,4.00,4.00,0.00,12.00,4.00,3.00,2.00,2.00,1.00,12.00,4.00,7.00,138.13,7.00,150.20,1.00,3.00,58.00,0.00,33.35,3.51,1945.45,7.57,1.00,40.25,3.70,2289.55,7.74,1.00,37.50,3.62,2201.00,7.70,1.00,9.75,2.28,560.00,6.33,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,18.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00
1686-UGWMGA-S7X,4.00,5.00,1.00,45.00,4.00,August,18.00,4.00,5.00,0.00,14.00,4.00,0.00,105.00,4.65,4.00,9.60,3.37,1.21,6.71,1.90,0.00,5.00,0.00,-1.00,-1.00,1.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00,1.00,17.00,4.00,4.00,1.00,1.00,56.00,3.00,0.00,1.00,1.00,1.00,32.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,0.00,2.00,2.00,3.00,0.00,11.00,4.00,4.00,2.00,2.00,0.00,4.00,2.00,9.00,122.55,7.00,140.96,1.00,1.00,21.00,1.00,3.70,1.31,75.50,4.32,0.00,0.00,#NULL!,0.00,#NULL!,1.00,29.10,3.37,632.75,6.45,0.00,0.00,#NULL!,0.00,#NULL!,1.00,23.65,3.16,466.35,6.14,0.00,0.00,1.00,4.00,0.00,0.00,0.00,1.00,1.00,1.00,28.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00
4723-BWCBOF-2Z8,3.00,1.00,1.00,74.00,6.00,November,10.00,1.00,2.00,0.00,10.00,3.00,0.00,27.00,3.30,2.00,0.50,0.08,-2.54,0.06,-2.87,0.00,4.00,0.00,-1.00,-1.00,1.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,2.00,26.00,5.00,2.00,1.00,1.00,12.30,1.00,1.00,0.00,4.00,3.00,21.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,4.00,0.00,0.00,0.00,5.00,4.00,3.00,0.00,38.00,5.00,3.00,2.00,3.00,0.00,29.00,5.00,9.00,305.19,2.00,34.84,1.00,2.00,71.00,0.00,20.50,3.02,1435.30,7.27,1.00,56.50,4.03,4093.25,8.32,0.00,0.00,#NULL!,0.00,#NULL!,1.00,53.00,3.97,3625.00,8.20,1.00,58.20,4.06,4017.30,8.30,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,0.00,1.00,16.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00
8961-KWFBTZ-VWA,4.00,5.00,0.00,56.00,5.00,April,11.00,1.00,1.00,0.00,13.00,4.00,0.00,56.00,4.03,3.00,4.00,0.52,-0.65,1.72,0.54,0.00,2.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,11.00,3.00,3.00,1.00,0.00,24.60,2.00,0.00,0.00,1.00,1.00,29.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,0.00,1.00,4.00,2.00,0.00,27.00,5.00,4.00,1.00,3.00,0.00,18.00,5.00,7.00,532.16,7.00,666.26,1.00,3.00,52.00,0.00,25.05,3.22,1276.55,7.15,1.00,28.25,3.34,1427.15,7.26,0.00,0.00,#NULL!,0.00,#NULL!,1.00,12.00,2.48,610.00,6.41,1.00,31.10,3.44,1600.85,7.38,1.00,0.00,1.00,3.00,1.00,1.00,1.00,1.00,0.00,1.00,21.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
7768-UEEPLX-WRF,4.00,5.00,0.00,23.00,2.00,December,15.00,3.00,6.00,0.00,2.00,2.00,0.00,18.00,2.89,1.00,5.00,0.20,-1.63,0.70,-0.35,0.00,4.00,0.00,-1.00,-1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,3.00,2.00,2.00,1.00,1.00,7.90,1.00,0.00,1.00,5.00,3.00,23.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,9.00,5.00,1.00,1.00,1.00,3.00,3.00,4.00,1.00,5.00,2.00,1.00,2.00,3.00,0.00,5.00,2.00,8.00,134.76,0.00,0.00,0.00,3.00,66.00,0.00,18.75,2.93,1242.50,7.12,1.00,34.25,3.53,2091.85,7.65,1.00,66.40,4.20,4185.25,8.34,1.00,33.25,3.50,2230.00,7.71,1.00,78.70,4.37,5117.80,8.54,1.00,1.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,1.00,16.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00
9597-XOVHCQ-QMX,1.00,5.00,0.00,75.00,6.00,September,9.00,1.00,5.00,0.00,39.00,5.00,1.00,25.00,3.22,2.00,3.10,0.42,-0.86,0.35,-1.05,0.00,5.00,0.00,-1.00,-1.00,1.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,1.00,1.00,37.00,5.00,2.00,1.00,0.00,15.10,1.00,0.00,0.00,1.00,1.00,22.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,1.00,0.00,0.00,2.00,3.00,2.00,0.00,39.00,5.00,5.00,1.00,3.00,0.00,30.00,5.00,18.00,454.66,1.00,18.01,0.00,2.00,71.00,0.00,113.20,4.73,8005.10,8.99,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,20.00,3.00,1455.00,7.28,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,20.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
2685-BKIDBN-3WC,5.00,5.00,0.00,69.00,6.00,October,15.00,3.00,2.00,0.00,14.00,4.00,0.00,49.00,3.89,2.00,20.70,0.97,-0.03,9.17,2.22,0.00,3.00,0.00,-1.00,-1.00,1.00,11.00,0.00,1.00,0.00,0.00,0.00,0.00,10.00,0.00,2.00,24.00,4.00,0.00,-1.00,-1.00,-1.00,-1.00,-1.00,0.00,9.00,4.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,9.00,6.00,1.00,0.00,0.00,3.00,2.00,3.00,0.00,32.00,5.00,2.00,1.00,3.00,0.00,25.00,5.00,12.00,276.69,7.00,176.80,0.00,3.00,64.00,0.00,17.05,2.84,1022.50,6.93,0.00,0.00,#NULL!,0.00,#NULL!,0.00,0.00,#NULL!,0.00,#NULL!,1.00,13.75,2.62,825.00,6.72,0.00,0.00,#NULL!,0.00,#NULL!,1.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,15.00,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00
